Name,ScorePct,Score,Price,
Ryzen 7 4700GE with Radeon Graphics, (5%),2496,NA,
Ryzen 7 PRO 5750G with Radeon Graphics, (5%),2490,NA,
Radeon Pro WX 3100, (5%),2489,NA,
Radeon Pro WX 3200, (5%),2473,249.00,
Ryzen 5 4600G with Radeon Graphics, (5%),2472,NA,
GeForce MX250, (5%),2471,NA,
Ryzen 5 PRO 5650GE with Radeon Graphics, (5%),2471,NA,
Barco MXRT 5600, (5%),2466,704.00*,
Radeon Eng Sample: 100-000000146-40_42/35_Y, (5%),2464,NA,
FirePro 3D V8800, (5%),2438,424.99*,
Radeon Eng Sample: 100-000000262-30_Y, (5%),2416,NA,
Ryzen 5 Pro 4650G with Radeon Graphics, (5%),2415,NA,
GeForce GTX 960A, (5%),2411,NA,
Radeon Ryzen 5 5600H, (5%),2408,NA,
Radeon RX Vega 11 PRD, (5%),2402,NA,
Radeon Ryzen 5 7530U, (5%),2392,NA,
Ryzen 7 5800U with Radeon Graphics, (5%),2388,NA,
Radeon Ryzen 7 5825U, (5%),2368,NA,
Radeon Ryzen 7 5800U, (5%),2362,NA,
GeForce GTX 485M, (5%),2360,NA,
Ryzen 3 PRO 5350GE with Radeon Graphics, (5%),2351,NA,
Radeon RX 550X, (5%),2351,NA,
Intel UHD Graphics P630, (5%),2346,NA,
Ryzen 7 4800U with Radeon Graphics, (5%),2344,NA,
GRID M10-2B, (5%),2333,NA,
Ryzen 5 5600H with Radeon Graphics, (5%),2333,NA,
Radeon R9 M470, (5%),2331,NA,
Radeon Ryzen 7 7730U, (5%),2324,NA,
Radeon Ryzen 5 PRO 5650GE, (5%),2316,NA,
Radeon HD 8950, (5%),2315,NA,
Radeon HD 5970, (5%),2312,179.99*,
GRID M10-1B, (5%),2310,NA,
Ryzen 5 PRO 4400G with Radeon Graphics, (5%),2306,NA,
FirePro V7900, (5%),2305,190.00*,
Radeon Ryzen 7 Microsoft Surface Edition, (5%),2301,NA,
Ryzen 3 PRO 5350G with Radeon Graphics, (5%),2301,NA,
Ryzen 7 PRO 5850U with Radeon Graphics, (5%),2296,NA,
Radeon Pro WX 4150, (5%),2293,610.04*,
GeForce MX150, (5%),2291,59.29*,
Radeon Ryzen 7 4800U, (5%),2283,NA,
