Type,Name,ScorePct,X-Platform-Score,
Desktop,AMD Ryzen 9 7950X,(86%),149092,
Desktop,AMD Ryzen 9 7900X,(67%),115729,
Desktop,AMD Ryzen 9 5950X,(58%),99779,
Desktop,AMD Ryzen 9 3950X,(50%),86654,
Desktop,AMD Ryzen 9 5900X,(47%),82278,
Desktop,AMD Ryzen 7 7700X,(43%),75005,
Desktop,AMD Ryzen 9 3900XT,(39%),67333,
Desktop,AMD Ryzen 9 3900X,(39%),66961,
Desktop,AMD Ryzen 5 7600X,(33%),58017,
Desktop,AMD Ryzen 7 5800X,(31%),53475,
Desktop,AMD Ryzen 7 5800X3D,(30%),53094,
Desktop,AMD Ryzen 7 5700X,(30%),52497,
Desktop,Intel Core i9-10900K @ 3.70GHz,(29%),49909,
Desktop,Intel Core i9-11900K @ 3.50GHz,(28%),49211,
Desktop,Intel Core i9-10850K @ 3.60GHz,(28%),48995,
Desktop,Intel Core i7-11700K @ 3.60GHz,(27%),47872,
Laptop,Intel Core i7-11800H @ 2.30GHz,(26%),45363,
Desktop,AMD Ryzen 7 5700G,(26%),45313,
Desktop,AMD Ryzen 7 3800X,(25%),43760,
Desktop,AMD Ryzen 7 3700X,(25%),42987,
Desktop,AMD Ryzen 5 5600X,(24%),41846,
Laptop,AMD Ryzen 7 6800H,(24%),41839,
Desktop,Intel Core i7-11700F @ 2.50GHz,(24%),41602,
Desktop,AMD Ryzen 5 5600,(24%),41316,
Laptop,AMD Ryzen 9 5900HX,(23%),40932,
Desktop,Intel Core i7-10700K @ 3.80GHz,(23%),39948,
Laptop,AMD Ryzen 7 5800H,(22%),38780,
Desktop,Intel Core i9-9900KF @ 3.60GHz,(22%),38612,
Desktop,Intel Core i9-9900K @ 3.60GHz,(22%),38416,
Desktop,Intel Core i5-12400F,(21%),37182,
Desktop,Intel Core i5-12400,(21%),37054,
Desktop,Intel Core i5-11600K @ 3.90GHz,(21%),36172,
iOS,Apple iPad144,(21%),36124,
Desktop,AMD Ryzen 5 5600G,(21%),36049,
Desktop,Intel Core i7-10700 @ 2.90GHz,(20%),35948,
Desktop,Intel Core i7-10700F @ 2.90GHz,(20%),35917,
iOS,Apple iPad145,(20%),35731,
iOS,Apple iPad146,(20%),35539,
Desktop,AMD Ryzen 5 5500,(20%),35520,
iOS,Apple iPad143,(20%),35417,
Desktop,AMD Ryzen 5 3600XT,(20%),34786,
Desktop,AMD Ryzen 5 3600X,(19%),33695,
iOS,Apple iPad Pro 12.9 3nd Gen (WiFi 6GB RAM),(19%),33139,
Desktop,AMD Ryzen 7 2700X,(19%),33012,
Desktop,AMD Ryzen 5 3600,(19%),32867,
Laptop,Intel Core i7-10875H @ 2.30GHz,(18%),32475,
Desktop,Intel Core i5-11400 @ 2.60GHz,(18%),32082,
Desktop,Intel Core i5-11400F @ 2.60GHz,(18%),32033,
Laptop,Intel Core i5-11400H @ 2.70GHz,(18%),31860,
Laptop,AMD Ryzen 5 5600H,(18%),31301,
iOS,Apple iPad Air 5 (WiFi),(18%),31287,
iOS,Apple iPad Pro 11.0 3rd Gen (Cellular),(18%),31284,
iOS,Apple iPad Pro 12.9 5th Gen (WiFi),(18%),31168,
iOS,Apple iPad Pro 12.9 5th Gen (Cellular),(18%),31160,
iOS,Apple iPad Pro 11.0 3rd Gen (WiFi),(18%),31089,
iOS,Apple iPad Air 5 (Cellular),(17%),29202,
Desktop,AMD Ryzen 7 2700,(17%),29187,
Desktop,Intel Core i5-10600K @ 4.10GHz,(16%),28771,
Desktop,AMD Ryzen 7 1700,(16%),27471,
Desktop,Intel Core i7-8700K @ 3.70GHz,(15%),27170,
Desktop,Intel Core i7-9700K @ 3.60GHz,(15%),26946,
Desktop,AMD Ryzen 5 2600X,(15%),26842,
Laptop,AMD Ryzen 7 4800H,(15%),26396,
Desktop,Intel Core i3-12100F,(15%),25968,
Desktop,Intel Core i7-8700 @ 3.20GHz,(15%),25746,
Desktop,AMD Ryzen 5 3500X,(14%),25358,
Desktop,AMD Ryzen 5 2600,(14%),25353,
Desktop,Intel Core i7-9700 @ 3.00GHz,(14%),24729,
Desktop,Intel Core i5-10400F @ 2.90GHz,(14%),24582,
Laptop,Intel Core i7-10750H @ 2.60GHz,(14%),24475,
Desktop,Intel Core i5-10400 @ 2.90GHz,(14%),24449,
Desktop,AMD Ryzen 5 1600,(13%),23609,
iOS,Apple iPhone 14 Pro Max,(13%),23009,
iOS,Apple iPhone 14 Pro,(13%),22973,
Laptop,AMD Ryzen 7 5700U,(13%),22898,
Android,Google brya,(13%),22423,
Laptop,Intel Core i7-9750H @ 2.60GHz,(13%),22398,
Android,Nubia NX729J,(12%),22090,
Android,Samsung SM-S916U,(12%),22088,
Android,Samsung SM-S916B,(12%),21784,
Android,OnePlus CPH2451,(12%),21572,
Laptop,AMD Ryzen 7 4700U,(12%),21500,
Android,Samsung Galaxy S23 Ultra,(12%),21341,
Laptop,AMD Ryzen 5 4600H,(12%),21329,
Android,OnePlus CPH2449,(12%),21289,
iOS,Apple iPhone 13 Pro Max,(12%),21097,
Android,Samsung Galaxy S23,(12%),21094,
iOS,Apple iPhone 13 Pro,(12%),21092,
iOS,Apple iPhone 14,(12%),20978,
iOS,Apple iPhone 14 Plus,(12%),20957,
iOS,Apple iPhone SE 3rd Gen,(12%),20672,
iOS,Apple iPhone 13,(11%),20549,
Desktop,Intel Core i5-9600K @ 3.70GHz,(11%),20497,
Desktop,Intel Core i5-9600KF @ 3.70GHz,(11%),20420,
Android,OnePlus CPH2447,(11%),20387,
iOS,Apple iPad Mini 6 (WiFi),(11%),20251,
Android,Xiaomi 2210132G,(11%),20066,
Desktop,AMD Ryzen 3 3100,(11%),19997,
Laptop,AMD Ryzen 5 5500U,(11%),19982,
Laptop,Intel Core i7-1185G7 @ 3.00GHz,(11%),19964,
Android,OPPO Find X2,(11%),19826,
Laptop,Intel Core i7-1165G7 @ 2.80GHz,(11%),19802,
iOS,Apple iPad Pro 11.0 (WiFi 6GB RAM),(11%),19638,
iOS,Apple iPhone 13 Mini,(11%),19492,
Desktop,Intel Core i5-8600K @ 3.60GHz,(11%),19452,
iOS,Apple iPad Mini 6 (Cellular),(11%),19451,
iOS,Apple iPad Pro 12.9 3nd Gen (Cellular 6GB RAM),(11%),19346,
iOS,Apple iPad Pro 11.0 (Cellular 6GB RAM),(11%),19236,
iOS,Apple iPad Pro 12.9 4th Gen (Cellular),(11%),19187,
iOS,Apple iPad Pro 11.0 2nd Gen (Cellular),(11%),19165,
iOS,Apple iPad Pro 12.9 3nd Gen (Cellular),(11%),19106,
iOS,Apple iPad Pro 12.9 4th Gen (WiFi),(11%),19085,
iOS,Apple iPad Pro 11.0 (WiFi),(11%),18983,
iOS,Apple iPad Air 4 (WiFi),(11%),18949,
iOS,Apple iPad Air 4 (Cellular),(11%),18927,
iOS,Apple iPad Pro 11.0 (Cellular),(11%),18894,
iOS,Apple iPad Pro 11.0 2nd Gen (WiFi),(10%),18786,
Laptop,Intel Core i7-8750H @ 2.20GHz,(10%),18723,
iOS,Apple iPad Pro 12.9 3nd Gen (WiFi),(10%),18677,
iOS,Apple iPad1318,(10%),18666,
Laptop,Intel Core i5-1135G7 @ 2.40GHz,(10%),18345,
Desktop,Intel Core i7-7700K @ 4.20GHz,(10%),18212,
iOS,Apple iPhone 12 Pro Max,(10%),18182,
Laptop,AMD Ryzen 5 4500U,(10%),18099,
Android,Nubia NX709S,(10%),18010,
iOS,Apple iPhone 12,(10%),17924,
Desktop,Intel Core i5-9400F @ 2.90GHz,(10%),17918,
iOS,Apple iPhone 12 Pro,(10%),17803,
Android,Samsung SM-S908N,(10%),17785,
Android,Samsung SM-F721U,(10%),17732,
Desktop,Intel Core i5-8500 @ 3.00GHz,(10%),17727,
Desktop,Intel Core i5-9400 @ 2.90GHz,(10%),17677,
Android,Samsung SM-F936U,(10%),17530,
Desktop,Intel Core i5-8400 @ 2.80GHz,(10%),17502,
Android,Samsung SM-F721B,(10%),17239,
Android,Samsung SM-F936B,(10%),17152,
Android,motorola edge 30 ultra,(9%),17128,
Desktop,Intel Core i7-6700K @ 4.00GHz,(9%),17043,
Desktop,Intel Core i7-4790K @ 4.00GHz,(9%),17034,
Android,Asus ASUS_AI2201_C,(9%),16792,
Android,Asus ASUS_AI2202,(9%),16759,
Android,Nubia NX679J,(9%),16701,
Desktop,Intel Core i7-7700 @ 3.60GHz,(9%),16515,
Desktop,Intel Core i5-10300H @ 2.50GHz,(9%),16479,
Android,Google Pixel 7 Pro,(9%),16454,
Android,Google Pixel 7,(9%),16199,
iOS,Apple iPhone 12 Mini,(9%),16152,
Android,OnePlus CPH2415,(9%),16039,
Android,Lenovo L71061,(9%),15923,
Android,motorola edge 30 pro,(9%),15872,
Android,Samsung SM-X900,(9%),15804,
Android,Samsung SM-X800,(9%),15778,
iOS,Apple iPad 9 (Cellular),(9%),15755,
Android,motorola edge plus (2022),(9%),15739,
Android,Realme RMX3300,(9%),15679,
Android,Samsung SM-X906B,(9%),15664,
Desktop,Intel Core i7-6700 @ 3.40GHz,(9%),15659,
Desktop,Intel Core i3-10100 @ 3.60GHz,(9%),15634,
Desktop,Intel Core i3-10100F @ 3.60GHz,(9%),15589,
Android,Samsung SM-F936U1,(9%),15565,
Laptop,Intel Core i7-1065G7 @ 1.30GHz,(9%),15485,
Android,Asus ASUS_AI2201_D,(9%),15447,
Desktop,Intel Core i7-4790 @ 3.60GHz,(9%),15441,
Android,Samsung SM-S906U,(8%),15397,
Android,OnePlus CPH2417,(8%),15332,
Android,Google Pixel 6,(8%),15268,
Android,Xiaomi 22081212UG,(8%),15191,
Desktop,Intel Core i7-4770 @ 3.40GHz,(8%),15185,
Desktop,Intel Core i7-4770K @ 3.50GHz,(8%),15177,
Android,Samsung SM-S906E,(8%),15160,
iOS,Apple iPad 9 (WiFi),(8%),15135,
Android,Google Pixel 6a,(8%),15126,
Android,Samsung SM-S906U1,(8%),15113,
Android,Samsung SM-S9010,(8%),15112,
Android,Samsung SM-X700,(8%),15081,
Laptop,Intel Core i5-9300H @ 2.40GHz,(8%),15003,
Android,OPPO CPH2305,(8%),14951,
Android,Samsung SM-S9080,(8%),14947,
Android,OnePlus NE2213,(8%),14921,
Android,Samsung SM-S908U1,(8%),14867,
Android,Samsung SM-S908E,(8%),14866,
Android,OnePlus NE2210,(8%),14842,
Android,Samsung SM-S908W,(8%),14798,
Desktop,AMD FX-8350 Eight-Core,(8%),14739,
Android,Huawei NOH-NX9,(8%),14701,
Android,Sony XQ-BQ42,(8%),14699,
Android,OnePlus NE2211,(8%),14686,
Android,Samsung SM-S901E,(8%),14659,
Android,Google Pixel 6 Pro,(8%),14652,
Laptop,Intel Core i5-8300H @ 2.30GHz,(8%),14614,
Android,Samsung SM-S908U,(8%),14595,
Android,Realme RMX3301,(8%),14578,
Android,Sony SO-51B,(8%),14506,
Android,Xiaomi 22041216G,(8%),14445,
Android,Samsung SM-S901W,(8%),14400,
Android,Sony SOG03,(8%),14319,
Android,OnePlus CPH2419,(8%),14315,
Android,Xiaomi 21121210G,(8%),14295,
Android,Samsung SM-S908B,(8%),14246,
Android,Sony XQ-BQ52,(8%),14237,
Android,Nubia NX666J,(8%),14192,
Android,OnePlus NE2215,(8%),14177,
Android,Samsung SM-S901B,(8%),14117,
iOS,Apple iPhone 11,(8%),14098,
Android,Realme RMX3561,(8%),14063,
Android,Microsoft Surface Duo 2,(8%),14058,
Android,Asus ASUS_I004D,(8%),14050,
iOS,Apple iPhone SE 2nd Gen,(8%),14035,
Android,Sony XQ-BC52,(8%),13975,
Android,Sony XQ-BE42,(8%),13966,
Android,Samsung SM-G996W,(8%),13924,
Android,Lenovo L70081,(8%),13921,
Android,Samsung SM-S901U1,(8%),13889,
Android,Samsung SM-F926W,(8%),13884,
Desktop,Intel Core i7-3770K @ 3.50GHz,(8%),13880,
Desktop,Intel Core i7-3770 @ 3.40GHz,(8%),13848,
Android,Samsung SM-S901U,(8%),13838,
Android,Vivo V2045,(8%),13808,
Android,Vivo I2009,(8%),13801,
Android,motorola edge 30 fusion,(8%),13773,
Android,Samsung SM-G996B,(8%),13768,
Android,Samsung SM-G998B,(8%),13746,
Android,Samsung SM-G998U1,(8%),13735,
Android,Xiaomi M2012K11I,(8%),13726,
Laptop,Intel Core i7-10510U @ 1.80GHz,(7%),13671,
Android,Xiaomi 22071212AG,(7%),13647,
Android,Samsung Galaxy S21 5G (Exynos),(7%),13643,
Android,OnePlus 9,(7%),13630,
Android,OnePlus 9 Pro,(7%),13580,
Android,Sony XQ-BC72,(7%),13575,
Android,Samsung Galaxy S21 5G (Snapdragon),(7%),13562,
Android,Huawei DBY-W09,(7%),13543,
Android,Xiaomi 2201123G,(7%),13540,
Desktop,AMD Ryzen 5 3400G,(7%),13510,
Android,Motorola moto g200 5G,(7%),13490,
Android,Samsung SM-F711B,(7%),13489,
Laptop,Intel Core i7-6820HQ @ 2.70GHz,(7%),13477,
Android,Samsung SM-G998U,(7%),13465,
Android,Asus ASUS_I006D,(7%),13458,
Android,Samsung SM-G996U1,(7%),13456,
Android,Samsung SM-S906B,(7%),13407,
Android,Samsung SM-G990E,(7%),13378,
Desktop,AMD FX-8320 Eight-Core,(7%),13370,
Android,Samsung SM-F926U1,(7%),13351,
Android,Lenovo YT-K606F,(7%),13342,
Android,Vivo iQOO 3 5G,(7%),13332,
Android,Samsung SM-G960N,(7%),13252,
Android,Vivo I2202,(7%),13243,
Android,Samsung SM-F926B,(7%),13239,
Android,Nubia NX669J,(7%),13208,
Android,OnePlus LE2100,(7%),13200,
Android,Samsung SM-F711U,(7%),13198,
Android,Xiaomi M2012K11C,(7%),13174,
Android,Samsung SM-F926U,(7%),13168,
Android,Samsung SM-G996U,(7%),13163,
Android,Xiaomi M2011K2C,(7%),13162,
Android,Samsung SM-G990U,(7%),13156,
Android,Vivo I2012,(7%),13155,
Android,Samsung SM-G998W,(7%),13131,
Android,Motorola XT2125-4,(7%),13113,
Android,LGE LM-V600,(7%),13111,
Android,Lenovo TB-J716F,(7%),13088,
Android,SHARP AQUOS R5G,(7%),13050,
Android,Samsung SM-G990W,(7%),13027,
Android,Samsung Galaxy Tab S7 5G,(7%),12992,
Android,OPPO CPH2173,(7%),12985,
Android,Sony XQ-BE52,(7%),12985,
Android,motorola edge 20 pro,(7%),12967,
Android,Samsung SM-F711U1,(7%),12958,
Android,Motorola Edge Plus,(7%),12911,
iOS,Apple iPhone 11 Pro,(7%),12911,
Android,Xiaomi M2012K11G,(7%),12908,
Android,Samsung SM-T975,(7%),12874,
Android,Samsung Galaxy Tab S7,(7%),12868,
Desktop,Intel Core i3-9100F @ 3.60GHz,(7%),12855,
Android,Xiaomi 2107113SG,(7%),12852,
Laptop,Intel Core i5-1035G1 @ 1.00GHz,(7%),12844,
Android,Asus ASUS_I005DA,(7%),12831,
Android,OnePlus CPH2399,(7%),12830,
Android,Xiaomi 2201122G,(7%),12826,
Android,Samsung SM-G990B2,(7%),12788,
Android,Asus ASUS_I005DC,(7%),12778,
Android,OnePlus MT2111,(7%),12776,
Android,OnePlus 8 5G,(7%),12760,
Android,OnePlus 8T+ 5G,(7%),12748,
Android,Xiaomi M2011K2G,(7%),12739,
Laptop,Intel Core i7-8650U @ 1.90GHz,(7%),12734,
Android,Samsung Galaxy Note20 5G (Exynos),(7%),12717,
Desktop,AMD Ryzen 5 2400G,(7%),12716,
Android,Blackshark SHARK KLE-H0,(7%),12706,
Android,Asus ROG Phone 3,(7%),12705,
Laptop,Intel Core i7-7700HQ @ 2.80GHz,(7%),12691,
Android,Samsung Galaxy S20 Plus 5G (Exynos),(7%),12687,
Laptop,Intel Core i7-8565U @ 1.80GHz,(7%),12684,
Android,Motorola moto g(100),(7%),12680,
Android,Nubia Red Magic 5G,(7%),12674,
Android,Samsung Galaxy Tab S7+,(7%),12667,
Android,Samsung Galaxy Z Fold2,(7%),12664,
Android,Xiaomi POCO F2 Pro,(7%),12663,
Android,Samsung SM-G9980,(7%),12661,
Android,OnePlus 8,(7%),12660,
Android,Samsung Galaxy S20 Plus (Exynos),(7%),12658,
Android,Lenovo TB-Q706F,(7%),12655,
iOS,Apple iPhone 11 Pro Max,(7%),12641,
Android,Samsung Galaxy Note 20 Ultra 5G (Snapdragon),(7%),12627,
Android,Realme RMX2202,(7%),12622,
iOS,Apple iPad Mini 5 (Cellular),(7%),12609,
Android,Xiaomi M2012K11AC,(7%),12601,
Android,Samsung SM-G990B,(7%),12593,
Android,Samsung SM-N985F,(7%),12584,
Android,Samsung SM-T970,(7%),12581,
Android,Samsung Galaxy S20 Ultra 5G (Exynos),(7%),12576,
Android,Samsung Galaxy S20 5G (Exynos),(7%),12562,
Desktop,Intel Core i5-4690K @ 3.50GHz,(7%),12545,
Android,OnePlus 8T,(7%),12538,
Android,Samsung Galaxy S20 Plus 5G (Snapdragon),(7%),12510,
Android,Samsung Galaxy Note20 5G (Snapdragon),(7%),12509,
Android,OnePlus 8 Pro,(7%),12496,
Android,Samsung Galaxy S20 FE 5G (Snapdragon),(7%),12486,
Android,Xiaomi 21081111RG,(7%),12485,
Android,LENOVO TB132FU,(7%),12484,
Android,Realme X50 Pro 5G,(7%),12458,
Android,Xiaomi Mi 10T Pro 5G (Various Models),(7%),12425,
iOS,Apple iPad Air 3 (Cellular),(7%),12413,
Android,Realme RMX3311,(7%),12399,
Android,OnePlus DN2103,(7%),12379,
Android,Samsung SM-G780G,(7%),12368,
Android,Xiaomi M2102K1G,(7%),12365,
Android,Xiaomi 22021211RG,(7%),12346,
Desktop,Intel Core i5-6600K @ 3.50GHz,(7%),12339,
Android,Xiaomi M2102K1C,(7%),12329,
Android,Samsung SM-G998N,(7%),12324,
Android,Xiaomi M2102K1AC,(7%),12323,
Android,Samsung Galaxy S20 5G (Snapdragon),(7%),12322,
Android,Samsung SM-G990U1,(7%),12312,
Android,OPPO Find X2 Pro,(7%),12299,
iOS,Apple iPad 8 (Cellular),(7%),12292,
iOS,Apple iPad Air 3 (WiFi),(7%),12274,
Android,Samsung SM-T976B,(7%),12256,
iOS,Apple iPad 8 (WiFi),(7%),12252,
iOS,Apple iPad Mini 5 (WiFi),(7%),12243,
Android,Asus ZenFone 7,(7%),12220,
Android,OPPO CPH2249,(7%),12207,
Android,Samsung Galaxy Note 20 Ultra 5G (Exynos),(7%),12201,
Android,Xiaomi M2012K11AG,(7%),12189,
Android,Samsung Galaxy S20 (Exynos),(7%),12174,
Laptop,Intel Core i7-8550U @ 1.80GHz,(7%),12171,
Android,Asus ASUS_I005D,(7%),12144,
Android,Xiaomi M2012K11AI,(7%),12129,
Android,OnePlus LE2101,(7%),12110,
Android,Samsung SM-G780F,(7%),12084,
Android,OPPO CPH2247,(7%),12068,
Android,Samsung SM-N980F,(7%),12056,
Android,Samsung Galaxy S20 Ultra 5G (Snapdragon),(7%),12043,
Android,Xiaomi IN2023,(7%),12010,
Android,Vivo I1927,(6%),11988,
Android,Xiaomi 22041216I,(6%),11972,
Laptop,Intel Core i7-6700HQ @ 2.60GHz,(6%),11962,
Android,OPPO CPH2207,(6%),11949,
Android,Xiaomi 2112123AG,(6%),11928,
Android,Xiaomi Mi 10,(6%),11926,
Android,Sony Xperia 1 II,(6%),11926,
Laptop,Intel Core i5-10210U @ 1.60GHz,(6%),11925,
Android,Realme RMX3370,(6%),11890,
Laptop,AMD Ryzen 7 3750H,(6%),11890,
Desktop,Intel Core i5-4590 @ 3.30GHz,(6%),11871,
Android,Realme RMX3031,(6%),11867,
Desktop,Intel Core i3-8100 @ 3.60GHz,(6%),11794,
Laptop,Intel Core i5-8350U @ 1.70GHz,(6%),11789,
Android,Vivo I2019,(6%),11780,
Android,Xiaomi M2104K10I,(6%),11751,
iOS,Apple iPhone XS,(6%),11725,
Desktop,AMD Ryzen 3 3200G,(6%),11714,
Android,Google volteer,(6%),11670,
Desktop,Intel Core i7-2600K @ 3.40GHz,(6%),11666,
Android,Sony Xperia 5 II,(6%),11636,
Android,LGE LM-V600V,(6%),11594,
Desktop,Intel Core i5-4570 @ 3.20GHz,(6%),11592,
Android,Xiaomi 22021211RI,(6%),11573,
Android,Vivo V2105,(6%),11552,
iOS,Apple iPhone XR,(6%),11525,
Desktop,Intel Core i5-7500 @ 3.40GHz,(6%),11521,
iOS,Apple iPhone XS Max,(6%),11518,
Android,Xiaomi 21061110AG,(6%),11484,
Desktop,Intel Core i5-3570K @ 3.40GHz,(6%),11458,
Laptop,Intel Core i5-8265U @ 1.60GHz,(6%),11444,
Android,Huawei JAD-LX9,(6%),11431,
Desktop,Intel Core i7-2600 @ 3.40GHz,(6%),11415,
Laptop,AMD Ryzen 5 3550H,(6%),11406,
Android,Realme RMX2076,(6%),11405,
Desktop,Intel Core i5-3570 @ 3.40GHz,(6%),11254,
Android,OnePlus DN2101,(6%),11189,
Desktop,AMD Ryzen 3 2200G,(6%),11180,
Laptop,Intel Core i5-8250U @ 1.60GHz,(6%),11154,
Android,Huawei P40,(6%),11125,
Android,Xiaomi M2012K10C,(6%),11123,
Android,Xiaomi M2104K10AC,(6%),11025,
Desktop,Intel Core i5-6500 @ 3.20GHz,(6%),11024,
Android,Blackshark SHARK PRS-H0,(6%),10966,
Android,Asus ROG Phone II,(6%),10943,
Laptop,Intel Core i7-3630QM @ 2.40GHz,(6%),10937,
Laptop,Intel Core i3-1115G4 @ 3.00GHz,(6%),10923,
Desktop,Intel Core i5-4460 @ 3.20GHz,(6%),10869,
Android,Xiaomi Mi 10 Pro,(6%),10838,
Android,Samsung Galaxy Note 10 (Exynos),(6%),10804,
Android,Samsung Galaxy S10e (Exynos),(6%),10798,
Android,Samsung Galaxy Note 10 Plus (Exynos),(6%),10795,
Android,Huawei VRD-W10,(6%),10744,
Desktop,Intel Core i5-3470 @ 3.20GHz,(6%),10732,
Android,Samsung Galaxy S10 Plus (Exynos),(6%),10725,
Desktop,Intel Core i5-7400 @ 3.00GHz,(6%),10717,
Android,Realme RMX2121,(6%),10577,
Android,OPPO CPH2293,(6%),10556,
Android,Samsung Galaxy S10 5G (Exynos),(6%),10556,
Android,Huawei P40 Pro,(6%),10534,
Android,LGE LM-V510N,(6%),10520,
Desktop,AMD FX-6300 Six-Core,(6%),10501,
Android,Samsung SCV42,(6%),10497,
Android,Samsung Galaxy S10 (Exynos),(6%),10482,
Android,Samsung Galaxy Note 10 Plus 5G (Exynos),(6%),10459,
Android,Huawei HW-02L,(6%),10447,
iOS,Apple iPhone 8 Plus,(6%),10419,
Android,Huawei EVR-L29,(6%),10391,
Laptop,AMD Ryzen 5 3500U,(6%),10381,
Android,Samsung Galaxy Note 10 5G (Exynos),(6%),10330,
Android,Sony J9260,(6%),10330,
Android,Samsung SM-T575,(6%),10319,
Android,Samsung SM-M625F,(6%),10314,
iOS,Apple iPhone X,(5%),10263,
Android,Samsung Galaxy Tab S6 10.5 (2019),(5%),10253,
Android,LGE LM-G900TM,(5%),10229,
Android,Huawei P30 Pro,(5%),10205,
Android,Samsung Galaxy S10e (Snapdragon),(5%),10188,
Android,OPPO CPH2201,(5%),10188,
Desktop,Intel Core i5-6400 @ 2.70GHz,(5%),10170,
Android,Xiaomi Redmi K20 Pro Premium Edition,(5%),10166,
Android,Huawei ELE-L04,(5%),10150,
Android,Huawei LYA-AL00,(5%),10144,
Android,Samsung Galaxy S10 Plus (Snapdragon),(5%),10138,
Android,OnePlus 7 Pro 5G,(5%),10138,
iOS,Apple iPhone 8,(5%),10130,
Android,Huawei Honor View 20,(5%),10111,
Android,LGE G8 ThinQ,(5%),10084,
Android,OPPO CPH1921,(5%),10072,
Android,Sony Xperia 1,(5%),10059,
Android,OnePlus 7T,(5%),9979,
Android,OnePlus 7T Pro,(5%),9919,
Android,Xiaomi M2007J1SC,(5%),9911,
Android,Sony J9210,(5%),9909,
Laptop,Intel Core i5-7300HQ @ 2.50GHz,(5%),9895,
Android,Samsung Galaxy S10 Lite (Snapdragon),(5%),9885,
Android,Huawei VOG-AL10,(5%),9882,
Android,Google Pixel 5,(5%),9880,
Android,Huawei Mate 20 Pro (Various Models),(5%),9873,
Android,Xiaomi MI 9,(5%),9858,
Android,Samsung Galaxy Note 10 Plus 5G (Snapdragon),(5%),9857,
Android,Huawei P30,(5%),9840,
Android,Samsung Galaxy S10 (Snapdragon),(5%),9781,
Android,Asus ZenFone 6,(5%),9766,
Android,Microsoft Surface Duo,(5%),9750,
Android,Xiaomi Mi 9T Pro,(5%),9731,
Android,Xiaomi Mi MIX 3 5G,(5%),9730,
Android,Samsung Galaxy Note 10 Plus (Snapdragon),(5%),9725,
Android,Samsung SM-A528N,(5%),9723,
Android,Huawei Mate 20,(5%),9722,
Android,Samsung SM-F700F,(5%),9714,
Android,Huawei Honor 20 Pro,(5%),9706,
Android,LGE LM-G850,(5%),9700,
Android,Xiaomi M2102J20SG,(5%),9683,
Android,Samsung Galaxy S9+ (Exynos),(5%),9681,
Android,Google Pixel 4 XL,(5%),9670,
Android,Xiaomi 21051182G,(5%),9667,
Android,Asus ROG Phone,(5%),9662,
Android,Samsung Galaxy Note 9 (Exynos),(5%),9649,
Android,OnePlus 7 Pro,(5%),9644,
Android,Vivo I2018,(5%),9644,
Android,Samsung SM-T733,(5%),9626,
Android,Nothing A063,(5%),9609,
Android,OnePlus 7T Pro 5G,(5%),9588,
Android,HONOR NTH-NX9,(5%),9572,
Android,OnePlus 7,(5%),9559,
Android,LGE LM-V500N,(5%),9541,
Android,motorola edge 30,(5%),9500,
Android,Samsung SM-G736B,(5%),9492,
Android,Google Pixel 4,(5%),9477,
Android,LGE LM-V450,(5%),9463,
Android,Realme RMX2086,(5%),9463,
Android,Huawei YAL-L21,(5%),9456,
Android,Samsung Galaxy Note 10 (Snapdragon),(5%),9445,
Android,Samsung Galaxy S9 (Exynos),(5%),9422,
Desktop,Intel Core i5-2500K @ 3.30GHz,(5%),9380,
Android,Nubia Red Magic 3,(5%),9376,
Desktop,Intel Core i5-2500 @ 3.30GHz,(5%),9336,
Android,Lenovo L78032,(5%),9335,
Android,motorola edge (2021),(5%),9334,
Android,Xiaomi M2101K9G,(5%),9319,
Android,LGE LM-G910,(5%),9299,
Android,Xiaomi M2102J20SI,(5%),9288,
Android,Sony H8166,(5%),9286,
Android,Asus ZenFone 5Z,(5%),9271,
Android,Razer Phone 2,(5%),9211,
Android,Samsung SM-A528B,(5%),9196,
Android,Samsung SM-M526B,(5%),9195,
Android,Samsung Galaxy A90 5G,(5%),9183,
Android,Vivo 1805,(5%),9173,
Android,motorola edge 5G UW (2021),(5%),9154,
Android,Xiaomi Mi MIX 3,(5%),9153,
Android,Sony H8324,(5%),9144,
Android,Sony Xperia XZ2 Premium,(5%),9143,
Android,Samsung SM-M526BR,(5%),9128,
Android,Sony H8416,(5%),9126,
Android,motorola edge 20,(5%),9105,
Android,Xiaomi M2101K9R,(5%),9095,
