Name,ScorePct,Score,Price,
Intel Xeon W-3223 @ 3.50GHz,11%,17373,820.55*,
Intel Core i7-6950X @ 3.00GHz,11%,17360,342.61,
Intel Xeon W-2140B @ 3.20GHz,11%,17293,
Intel Core i7-1260P,11%,17254,
Intel Core i7-7820X @ 3.60GHz,11%,17224,499.73,
Intel Core i5-11400F @ 2.60GHz,11%,17204,129.57,
Apple M1 Pro 8 Core 3200 MHz,11%,17198,
AMD Ryzen 5 5600H,11%,17196,
AMD Ryzen Embedded V2748,11%,17166,
Intel Core i5-12600T,11%,17147,
Intel Core i5-12500T,11%,17126,202.00*,
Intel Core i5-11400 @ 2.60GHz,11%,17052,130.14,
Intel Xeon E5-2689 v4 @ 3.10GHz,11%,17040,
AMD Ryzen Threadripper 1900X,11%,17033,149.99,
AMD EPYC 7232P,11%,17017,372.41,
AMD Ryzen 7 4800U,11%,16969,
Intel Xeon E-2278G @ 3.40GHz,11%,16964,494.00*,
Intel Core i7-10700F @ 2.90GHz,11%,16922,192.08,
Intel Xeon E5-2680R v4 @ 2.40GHz,11%,16865,
AMD Ryzen 7 PRO 2700X,11%,16846,
Intel Core i9-9900 @ 3.10GHz,11%,16769,635.14,
Intel Core i7-10700 @ 2.90GHz,11%,16706,193.29,
Intel Xeon E-2336 @ 2.90GHz,11%,16673,350.99,
Intel Xeon Gold 6134 @ 3.20GHz,11%,16651,231.25,
AMD Ryzen 5 PRO 6650U,11%,16646,
Intel Xeon E5-2698B v3 @ 2.00GHz,11%,16633,
Intel Core i5-12500TE,11%,16584,205.00*,
AMD Ryzen 5 7530U,11%,16574,
Intel Core i5-12400T,11%,16552,169.99,
AMD Ryzen Embedded V2718,11%,16456,
Intel Xeon Silver 4214Y @ 2.20GHz,11%,16442,739.89,
Intel Xeon E5-2690 v3 @ 2.60GHz,11%,16422,41.99,
Intel Core i7-10700E @ 2.90GHz,11%,16418,330.00*,
AMD Ryzen 7 1800X,11%,16410,227.78,
Intel Xeon E5-2695 v3 @ 2.30GHz,11%,16400,177.03,
AMD Ryzen 5 PRO 4400G,11%,16354,
Intel Core i7-10700TE @ 2.00GHz,11%,16332,330.00*,
AMD Ryzen 5 PRO 4650G,11%,16318,115.88,
Intel Xeon Gold 5118 @ 2.30GHz,11%,16237,499.00,
AMD Ryzen 5 4500,11%,16197,79.00,
Intel Xeon E5-2669 v3 @ 2.30GHz,11%,16107,
Intel Xeon Silver 4214 @ 2.20GHz,11%,16074,549.31,
Intel Core i5-11500H @ 2.90GHz,11%,16059,250.00*,
Intel Xeon E5-2660 v4 @ 2.00GHz,11%,15974,59.00,
Intel Xeon W-11865MLE @ 1.50GHz,11%,15958,467.00*,
Intel Xeon W-10885M @ 2.40GHz,10%,15923,623.00*,
AMD Ryzen 7 4850U Mobile,10%,15920,
Intel Core i5-11400H @ 2.70GHz,10%,15909,250.00*,
Intel Core i9-10980HK @ 2.40GHz,10%,15898,583.00*,
Intel Xeon E-2278GE @ 3.30GHz,10%,15895,494.00*,
AMD Ryzen 7 5700U,10%,15865,
Intel Core i7-11700T @ 1.40GHz,10%,15860,323.00*,
AMD Ryzen 5 4600G,10%,15825,100.95,
Intel Xeon Gold 5117 @ 2.00GHz,10%,15816,
Intel Xeon D-2733NT @ 2.10GHz,10%,15799,800.00*,
AMD Ryzen 7 2700,10%,15748,126.24,
Intel Core i7-11600H @ 2.90GHz,10%,15745,395.00*,
Intel Core i5-11260H @ 2.60GHz,10%,15699,250.00*,
AMD Ryzen 7 PRO 1700X,10%,15695,
AMD Ryzen 7 1700X,10%,15687,106.50,
AMD Ryzen 5 4600GE,10%,15641,
AMD Ryzen 5 PRO 4650GE,10%,15613,
Intel Xeon Gold 5215 @ 2.50GHz,10%,15608,1125.00,
AMD Ryzen 7 PRO 5875U,10%,15592,
Intel Xeon D-1726 @ 2.90GHz,10%,15511,490.00*,
AMD Ryzen 5 5600U,10%,15441,
Intel Core i9-10885H @ 2.40GHz,10%,15437,556.00*,
Intel Xeon Gold 5217 @ 3.00GHz,10%,15429,1588.75,
Intel Xeon E5-4667 v3 @ 2.00GHz,10%,15397,5729.00*,
Intel Xeon E5-4660 v4 @ 2.20GHz,10%,15375,3609.00*,
Intel Core i3-13100F,10%,15360,118.99,
Apple M2 8 Core 3500 MHz,10%,15327,
Intel Xeon E5-2680 v3 @ 2.50GHz,10%,15313,186.45,
Intel Core i3-13100,10%,15302,136.02,
AMD Ryzen 7 PRO 4750U,10%,15275,
AMD Ryzen 7 PRO 2700,10%,15267,
Intel Core i7-10875H @ 2.30GHz,10%,15245,450.00*,
Intel Xeon Silver 4210R @ 2.40GHz,10%,15223,370.59,
AMD Ryzen 5 5560U,10%,15210,
Intel Xeon Silver 4116T @ 2.10GHz,10%,15187,1112.00*,
Intel Xeon E-2286M @ 2.40GHz,10%,15153,1373.18*,
Intel Core i9-10900T @ 1.90GHz,10%,15146,349.99*,
Intel Xeon D-2166NT @ 2.00GHz,10%,15105,1005.00*,
AMD Ryzen 5 PRO 5650U,10%,15067,
Intel Xeon Silver 4215R @ 3.20GHz,10%,15056,700.00,
Intel Xeon Silver 4116 @ 2.10GHz,10%,15052,476.35,
AMD Ryzen 5 5625U,10%,15030,
AMD EPYC 7301,10%,14991,1499.98*,
AMD EPYC 7251,10%,14935,392.00,
Intel Xeon E5-2699A v4 @ 2.40GHz,10%,14917,4938.00*,
Intel Core i3-12300,10%,14908,143.00*,
Intel Xeon E5-2658A v3 @ 2.20GHz,10%,14879,1832.00*,
Intel Xeon D-1733NT @ 2.00GHz,10%,14849,720.00*,
AMD Ryzen 7 1700,10%,14840,91.03,
Intel Xeon E5-1681 v3 @ 2.90GHz,10%,14820,
Intel Core i7-10870H @ 2.20GHz,10%,14814,417.00*,
AMD Ryzen 5 PRO 4400GE,10%,14795,
Intel Core i3-1220P,10%,14777,281.00*,
Intel Core i9-10880H @ 2.30GHz,10%,14736,
Intel Xeon E5-2687W v3 @ 3.10GHz,10%,14716,49.99,
Intel Core i5-11600T @ 1.70GHz,10%,14713,213.00*,
Intel Xeon E5-2678 v3 @ 2.50GHz,10%,14682,106.19*,
AMD Ryzen 7 2700E,10%,14657,
Intel Xeon Gold 5115 @ 2.40GHz,10%,14649,675.00,
AMD Ryzen 5 4600H,10%,14637,
Intel Xeon E5-2683 v3 @ 2.00GHz,10%,14596,449.95*,
Intel Core i7-9700K @ 3.60GHz,10%,14548,289.00,
AMD Ryzen 7 PRO 1700,10%,14501,
Intel Core i9-9980HK @ 2.40GHz,9%,14493,583.00*,
AMD Ryzen 5 PRO 5675U,9%,14482,
Intel Core i7-6900K @ 3.20GHz,9%,14467,160.00,
Intel Core i5-10600KF @ 4.10GHz,9%,14452,175.99,
Intel Core i5-10600K @ 4.10GHz,9%,14448,181.47,
AMD Ryzen 5 4600HS,9%,14445,
Intel Core i7-8086K @ 4.00GHz,9%,14444,363.90,
Intel Xeon W-1250P @ 4.10GHz,9%,14440,321.50*,
Intel Xeon Silver 4215 @ 2.50GHz,9%,14439,600.00,
Intel Xeon E5-2658 v4 @ 2.30GHz,9%,14434,
Intel Core i7-9700KF @ 3.60GHz,9%,14421,210.75,
Intel Xeon Silver 4123 @ 3.00GHz,9%,14405,
Intel Xeon W-2235 @ 3.80GHz,9%,14359,639.99,
Intel Xeon E5-2697 v2 @ 2.70GHz,9%,14334,181.19,
Intel Xeon E5-2696 v2 @ 2.50GHz,9%,14331,
Intel Xeon E5-2666 v3 @ 2.90GHz,9%,14324,
Intel Core i5-1240U,9%,14323,
Intel Core i3-12100F,9%,14322,120.09,
Intel Xeon E5-4660 v3 @ 2.10GHz,9%,14256,4800.00*,
Intel Xeon D-1732TE @ 1.90GHz,9%,14254,759.00*,
Intel Xeon E-2236 @ 3.40GHz,9%,14214,399.49,
Apple M1 8 Core 3200 MHz,9%,14207,
Intel Xeon W-2135 @ 3.70GHz,9%,14196,1007.70*,
Intel Xeon E5-2673 v3 @ 2.40GHz,9%,14132,700.00*,
Intel Xeon E5-2667 v4 @ 3.20GHz,9%,14072,718.95,
Intel Xeon E5-2650 v4 @ 2.20GHz,9%,14072,65.99,
Intel Xeon E-2246G @ 3.60GHz,9%,14050,311.00*,
AMD EPYC 3251,9%,13993,315.00*,
AMD Ryzen 5 2600X,9%,13980,211.99,
Intel Xeon E5-2676 v3 @ 2.40GHz,9%,13964,
Intel Xeon E-2186G @ 3.80GHz,9%,13940,429.99,
Intel Core i9-9880H @ 2.30GHz,9%,13939,556.00*,
Intel Xeon Silver 4210 @ 2.20GHz,9%,13908,373.66,
Intel Core i3-12300T,9%,13898,157.00*,
AMD Ryzen 3 PRO 5350G,9%,13898,
Intel Core i7-1255U,9%,13892,426.00*,
Intel Xeon W-1250E @ 3.50GHz,9%,13888,260.00*,
Intel Xeon E-2374G @ 3.70GHz,9%,13860,449.99,
Intel Core i3-12100,9%,13843,122.00*,
Intel Core i7-1365U,9%,13832,426.00*,
Intel Core i7-1265U,9%,13807,426.00*,
Intel Xeon E-2276G @ 3.80GHz,9%,13803,460.29*,
Intel Xeon E5-2670 v3 @ 2.30GHz,9%,13800,23.99,
Intel Xeon W-1250 @ 3.30GHz,9%,13799,364.99,
Intel Xeon E5-1680 v4 @ 3.40GHz,9%,13773,1498.95*,
Intel Core i5-10600 @ 3.30GHz,9%,13762,190.93,
Intel Core i7-8700K @ 3.70GHz,9%,13758,254.61,
AMD Ryzen 3 PRO 5350GE,9%,13685,
Intel Xeon E-2286G @ 4.00GHz,9%,13647,729.99*,
Intel Core i5-1235U,9%,13647,309.00*,
AMD Ryzen 3 5300GE,9%,13636,
Intel Xeon E-2176G @ 3.70GHz,9%,13631,356.75,
Intel Xeon Gold 6128 @ 3.40GHz,9%,13605,310.00,
Intel Xeon E5-2690 v2 @ 3.00GHz,9%,13555,73.99,
Intel Xeon W-1270TE @ 2.00GHz,9%,13553,367.00*,
Intel Core i9-9900T @ 2.10GHz,9%,13522,439.00*,
AMD Ryzen 7 4700U,9%,13513,
Intel Core i5-11500T @ 1.50GHz,9%,13502,192.00*,
AMD Ryzen 5 4600U,9%,13500,
Intel Xeon E5-2658 v3 @ 2.20GHz,9%,13487,
Intel Xeon E5-1660 v4 @ 3.20GHz,9%,13479,1494.00*,
Intel Xeon E-2136 @ 3.30GHz,9%,13411,341.39,
Intel Core i7-1250U,9%,13383,426.00*,
Intel Core i7-9700F @ 3.00GHz,9%,13371,190.25,
Intel Core i5-11400T @ 1.30GHz,9%,13354,182.00*,
Intel Core i7-9700 @ 3.00GHz,9%,13313,256.28,
Intel Core i5-1245U,9%,13293,309.00*,
Intel Xeon D-1581 @ 1.80GHz,9%,13282,
Intel Xeon E-2146G @ 3.50GHz,9%,13255,495.64,
AMD Ryzen 5 PRO 2600,9%,13250,
AMD Ryzen 5 3500X,9%,13239,109.99,
AMD Ryzen 5 2600,9%,13233,75.19,
AMD Ryzen Embedded V2516,9%,13225,
Intel Xeon E5-1680 v3 @ 3.20GHz,9%,13214,589.99*,
Intel Xeon E5-2695 v2 @ 2.40GHz,9%,13201,59.00,
Intel Xeon E-2334 @ 3.40GHz,9%,13189,342.99,
AMD Ryzen 5 5500U,9%,13169,
Intel Xeon D-2143IT @ 2.20GHz,9%,13107,566.00*,
Intel Xeon E5-2660 v3 @ 2.60GHz,9%,13098,69.99,
AMD Ryzen 5 1600X,9%,13069,89.99,
Intel Core i7-1260U,9%,13046,
AMD Ryzen 3 5300G,8%,13025,
Intel Xeon E5-4627 v4 @ 2.60GHz,8%,12969,999.99*,
Intel Core i7-8700 @ 3.20GHz,8%,12963,139.22,
Intel Core i3-12100TE,8%,12961,125.00*,
Intel Xeon E5-2685 v3 @ 2.60GHz,8%,12944,
Intel Core i3-12100T,8%,12939,122.00*,
Intel Xeon W-10855M @ 2.80GHz,8%,12936,450.00*,
Intel Core i7-7800X @ 3.50GHz,8%,12890,296.99,
Intel Core i7-10700T @ 2.00GHz,8%,12886,413.99*,
Intel Core i5-10500 @ 3.10GHz,8%,12884,147.72,
Intel Xeon Silver 4114 @ 2.20GHz,8%,12883,300.00,
AMD Ryzen 5 3500,8%,12827,189.99,
Intel Xeon E5-2618L v4 @ 2.20GHz,8%,12816,902.20*,
AMD Ryzen 5 PRO 4650U,8%,12787,
Intel Core i7-9700E @ 2.60GHz,8%,12751,323.00*,
Intel Xeon E5-1680 v2 @ 3.00GHz,8%,12710,
Intel Core i7-5960X @ 3.00GHz,8%,12707,154.19,
AMD Ryzen 3 3300X,8%,12696,151.51,
Intel Xeon E5-2680 v2 @ 2.80GHz,8%,12640,59.00,
Intel Xeon W-2133 @ 3.60GHz,8%,12580,617.00*,
Intel Xeon E5-2667 v3 @ 3.20GHz,8%,12557,1504.47*,
Intel Xeon E5-1660 v3 @ 3.00GHz,8%,12522,404.45,
Intel Xeon W-11555MLE @ 1.90GHz,8%,12505,348.00*,
Intel Xeon E5-2649 v3 @ 2.30GHz,8%,12399,
Intel Core i7-11375H @ 3.30GHz,8%,12371,482.00*,
Intel Core i5-10400F @ 2.90GHz,8%,12355,108.44,
AMD Ryzen 5 1600,8%,12305,66.74,
Intel Core i5-10400 @ 2.90GHz,8%,12257,89.99,
Intel Core i5-10505 @ 3.20GHz,8%,12251,
Intel Xeon E5-2667 v2 @ 3.30GHz,8%,12231,294.96,
Intel Xeon E5-2687W v2 @ 3.40GHz,8%,12163,406.19,
Intel Core i7-10750H @ 2.60GHz,8%,12140,
Intel Xeon E5-2673 v2 @ 3.30GHz,8%,12128,
Intel Xeon E5-2692 v2 @ 2.20GHz,8%,12119,
Intel Xeon D-2141I @ 2.20GHz,8%,12117,555.00*,
Intel Core i7-8700B @ 3.20GHz,8%,12098,303.00*,
AMD Ryzen 5 PRO 4500U,8%,12049,
Intel Xeon E-2278GEL @ 2.00GHz,8%,12024,494.00*,
Intel Core i7-10850H @ 2.70GHz,8%,12017,395.00*,
Intel Xeon E5-2675 v3 @ 1.80GHz,8%,11960,
Intel Xeon E5-2650 v3 @ 2.30GHz,8%,11880,15.99,
Intel Core i7-11370H @ 3.30GHz,8%,11878,426.00*,
AMD Ryzen 3 7330U,8%,11856,
Intel Xeon E5-2650L v3 @ 1.80GHz,8%,11803,1365.00*,
Snapdragon 8cx Gen 3 @ 3.0 GHz,8%,11786,
Intel Xeon E5-2663 v3 @ 2.80GHz,8%,11777,
Intel Xeon E5-2640 v4 @ 2.40GHz,8%,11739,409.19,
Intel Xeon D-2146NT @ 2.30GHz,8%,11736,641.00*,
AMD Ryzen 3 PRO 5450U,8%,11734,
Intel Xeon E5-2630 v4 @ 2.20GHz,8%,11702,14.99,
Intel Xeon E-2276M @ 2.80GHz,8%,11700,450.00*,
AMD Ryzen 3 3100,8%,11647,79.30,
Intel Xeon D-1577 @ 1.30GHz,8%,11645,1176.00*,
AMD Ryzen 3 5425U,8%,11619,
Intel Xeon E5-2648L v4 @ 1.80GHz,7%,11547,1662.70*,
Intel Xeon E5-1650 v4 @ 3.60GHz,7%,11540,435.45*,
Intel Xeon E5-4669 v4 @ 2.20GHz,7%,11523,
Intel Core i5-10500H @ 2.50GHz,7%,11508,250.00*,
Intel Xeon E5-2670 v2 @ 2.50GHz,7%,11497,39.00,
Intel Core i3-1215U,7%,11466,
Intel Xeon E-2186M @ 2.90GHz,7%,11437,623.00*,
Intel Xeon E5-2650L v4 @ 1.70GHz,7%,11436,700.00,
Intel Core i7-6850K @ 3.60GHz,7%,11396,129.99,
Intel Core i3-11100B @ 3.60GHz,7%,11357,
Intel Xeon E5-4657L v2 @ 2.40GHz,7%,11353,751.19*,
Intel Xeon E5-4627 v3 @ 2.60GHz,7%,11344,2400.00*,
Intel Xeon E5-2640 v3 @ 2.60GHz,7%,11343,39.00,
Intel Core i7-9850H @ 2.60GHz,7%,11339,1305.76*,
AMD Ryzen 3 PRO 5475U,7%,11337,
AMD Ryzen 3 PRO 4200G,7%,11315,
Intel Core i5-10600T @ 2.40GHz,7%,11210,213.00*,
AMD Ryzen 3 4300GE,7%,11209,
Intel Xeon Silver 4208 @ 2.10GHz,7%,11161,302.53,
AMD Ryzen 3 4100,7%,11148,69.00,
AMD Ryzen 3 5400U,7%,11137,
Intel Xeon E5-2643 v4 @ 3.40GHz,7%,11088,310.00,
Intel Core i3-1210U,7%,11087,
Intel Xeon Silver 4209T @ 2.20GHz,7%,11080,649.25*,
AMD Ryzen 3 PRO 4350GE,7%,11079,
Intel Xeon E5-2628L v4 @ 1.90GHz,7%,11079,1364.00*,
Intel Xeon E-2226G @ 3.40GHz,7%,11073,382.14,
Intel Xeon E5-4650 v2 @ 2.40GHz,7%,11064,498.95*,
Intel Core i7-9750H @ 2.60GHz,7%,11057,960.00*,
Intel Core i7-9750HF @ 2.60GHz,7%,11052,395.00*,
Intel Core i5-11300H @ 3.10GHz,7%,11050,309.00*,
Intel Core i7-1195G7 @ 2.90GHz,7%,11045,426.00*,
AMD Ryzen 5 4500U,7%,11044,
AMD Ryzen 3 4300G,7%,11003,124.00,
AMD Ryzen 3 PRO 4350G,7%,10986,
Intel Core i5-11320H @ 3.20GHz,7%,10973,309.00*,
AMD Ryzen 3 PRO 4200GE,7%,10930,
Intel Xeon E-2176M @ 2.70GHz,7%,10889,450.00*,
Intel Xeon E5-2618L v3 @ 2.30GHz,7%,10881,1029.95*,
Apple A12X Bionic,7%,10860,
Intel Core i5-1230U,7%,10859,309.00*,
Intel Xeon E5-4650 v3 @ 2.10GHz,7%,10838,3838.00*,
Intel Core i5-10500E @ 3.10GHz,7%,10827,195.00*,
Intel Core i5-9600KF @ 3.70GHz,7%,10807,151.78,
Intel Core i7-9700T @ 2.00GHz,7%,10786,323.00*,
Intel Core i7-6800K @ 3.40GHz,7%,10774,135.40,
Intel Core i5-9600K @ 3.70GHz,7%,10764,194.00,
Intel Xeon E-2126G @ 3.30GHz,7%,10747,339.99*,
Intel Core i7-9700TE @ 1.80GHz,7%,10740,323.00*,
Intel Core i9-8950HK @ 2.90GHz,7%,10737,583.00*,
Intel Core i7-1185G7E @ 2.80GHz,7%,10720,431.00*,
Intel Core i5-1245UE,7%,10700,312.00*,
Intel Xeon W-2225 @ 4.10GHz,7%,10685,605.52*,
Intel Xeon E5-2660 v2 @ 2.20GHz,7%,10656,65.33,
Intel Core i7-1185G7 @ 3.00GHz,7%,10633,426.00*,
Intel Xeon E-2324G @ 3.10GHz,7%,10603,279.99,
Intel Core i7-1265UE,7%,10573,472.00*,
Intel Core i7-11390H @ 3.40GHz,7%,10541,426.00*,
Intel Xeon E5-4620 v3 @ 2.00GHz,7%,10525,20.18*,
Intel Xeon E5-2658 v2 @ 2.40GHz,7%,10515,3604.00*,
Intel Xeon E5-2643 v3 @ 3.40GHz,7%,10506,758.51*,
Intel Xeon E5-2630L v4 @ 1.80GHz,7%,10484,1822.89*,
Intel Core i3-N305,7%,10475,309.00*,
Intel Xeon E5-2470 v2 @ 2.40GHz,7%,10449,200.45,
Intel Xeon D-1567 @ 2.10GHz,7%,10447,
Intel Xeon E5-1650 v3 @ 3.50GHz,7%,10444,138.51,
Intel Xeon E5-2630 v3 @ 2.40GHz,7%,10424,12.99,
Intel Core i7-1165G7 @ 2.80GHz,7%,10417,426.00*,
Intel Xeon E5-1660 v2 @ 3.70GHz,7%,10391,498.95,
Intel Xeon E5-4640 v3 @ 1.90GHz,7%,10372,
Intel Core i5-9600 @ 3.10GHz,7%,10364,144.39,
Intel Core i3-10325 @ 3.90GHz,7%,10354,190.10*,
Intel Xeon Silver 4109T @ 2.00GHz,7%,10348,692.02*,
Intel Core i7-8700T @ 2.40GHz,7%,10343,389.95,
AMD Ryzen 5 PRO 1600,7%,10336,
Intel Core i7-8850H @ 2.60GHz,7%,10313,395.00*,
Intel Core i7-5930K @ 3.50GHz,7%,10303,313.00*,
Intel Core i5-1155G7 @ 2.50GHz,7%,10288,309.00*,
Intel Core i5-9500F @ 3.00GHz,7%,10265,208.00,
Intel Core i5-8600K @ 3.60GHz,7%,10243,108.29,
Intel Core i5-10500T @ 2.30GHz,7%,10220,192.00*,
Intel Xeon D-1541 @ 2.10GHz,7%,10154,
Intel Core i7-4960X @ 3.60GHz,6%,10144,1250.00,
Intel Core i5-1145G7E @ 2.60GHz,6%,10098,312.00*,
AMD Ryzen 3 PRO 4450U,6%,10096,
Intel Core i5-1145G7 @ 2.60GHz,6%,10063,
Intel Core i3-10320 @ 3.80GHz,6%,10057,149.95,
Intel Xeon D-1540 @ 2.00GHz,6%,10040,
Intel Core i7-8750H @ 2.20GHz,6%,10030,395.00*,
Intel Xeon E5-2650 v2 @ 2.60GHz,6%,9992,39.00,
Intel Xeon Silver 4110 @ 2.10GHz,6%,9990,91.00,
Intel Xeon W-2125 @ 4.00GHz,6%,9986,564.95*,
Intel Core i5-1135G7 @ 2.40GHz,6%,9980,309.00*,
Intel Core i5-10500TE @ 2.30GHz,6%,9960,195.00*,
Intel Core i5-10400T @ 2.00GHz,6%,9957,182.00*,
Intel Xeon E5-2628L v3 @ 2.00GHz,6%,9949,
Intel Xeon E5-2687W @ 3.10GHz,6%,9949,590.45,
Intel Core i5-8600 @ 3.10GHz,6%,9947,128.59,
AMD Ryzen 3 5300U,6%,9933,
Intel Xeon E-2234 @ 3.60GHz,6%,9903,309.99,
Intel Core i3-1125G4 @ 2.00GHz,6%,9891,
Intel Core i7-5820K @ 3.30GHz,6%,9848,64.99,
Intel Core i7-10710U @ 1.10GHz,6%,9848,644.99*,
Intel Xeon E5-2648L v3 @ 1.80GHz,6%,9847,1549.00*,
Intel Core i7-7740X @ 4.30GHz,6%,9843,109.33,
Intel Core i7-1068NG7 @ 2.30GHz,6%,9834,426.00*,
Intel Core i5-1140G7 @ 1.10GHz,6%,9816,
Intel Xeon E-2244G @ 3.80GHz,6%,9794,334.73*,
Intel Xeon E5-2690 @ 2.90GHz,6%,9790,39.00,
Intel Core i5-9500 @ 3.00GHz,6%,9776,159.00,
Intel Xeon E5-2689 @ 2.60GHz,6%,9739,182.75*,
Intel Xeon E-2274G @ 4.00GHz,6%,9712,431.54*,
Intel Core i7-7700K @ 4.20GHz,6%,9665,194.93,
Intel Xeon E-2174G @ 3.80GHz,6%,9652,309.99,
AMD Ryzen 5 PRO 3350GE,6%,9643,
Hygon C86 3185 8-core,6%,9627,
Intel Xeon D-1718T @ 2.60GHz,6%,9610,314.00*,
AMD Ryzen 5 7520U,6%,9601,
Intel Core i5-8500 @ 3.00GHz,6%,9586,83.39,
Intel Xeon E5-4620 v2 @ 2.60GHz,6%,9540,91.00*,
Intel Core i5-9400F @ 2.90GHz,6%,9530,133.82,
AMD Ryzen 5 2500X,6%,9495,
Intel Core i5-9400 @ 2.90GHz,6%,9457,179.30,
Intel Core i3-10300 @ 3.70GHz,6%,9451,129.99,
Intel Xeon Gold 5222 @ 3.80GHz,6%,9436,1216.41,
Intel Xeon E5-2680 @ 2.70GHz,6%,9408,29.00,
Intel Core i7-4930K @ 3.40GHz,6%,9394,59.99,
Intel Core i5-9600T @ 2.30GHz,6%,9392,213.00*,
Intel Xeon E5-4655 v3 @ 2.90GHz,6%,9377,4616.00*,
Snapdragon 8 Gen2 Mobile Platform for Galaxy,6%,9362,
Intel Core i5-1038NG7 @ 2.00GHz,6%,9357,320.00*,
AMD Ryzen 5 PRO 3350G,6%,9347,
AMD Ryzen 5 3350GE,6%,9343,
Intel Xeon E-2144G @ 3.60GHz,6%,9322,331.84*,
Intel Xeon E5-1650 v2 @ 3.50GHz,6%,9321,238.02,
Intel Xeon E5-4627 v2 @ 3.30GHz,6%,9320,498.95*,
AMD Ryzen 5 3400G,6%,9316,135.99,
AMD Ryzen 5 PRO 1500,6%,9279,
AMD Ryzen 3 7320U,6%,9274,
Intel Core i5-1145GRE @ 2.60GHz,6%,9272,362.00*,
Intel Core i5-8400 @ 2.80GHz,6%,9255,130.56,
Intel Xeon E5-2620 v4 @ 2.10GHz,6%,9232,102.52,
Intel Xeon D-1587 @ 1.70GHz,6%,9223,
Intel Xeon E3-1275 v6 @ 3.80GHz,6%,9213,367.03,
AMD Ryzen 5 PRO 3400G,6%,9212,
Intel Xeon E5-2651 v2 @ 1.80GHz,6%,9211,278.10*,
Intel Core i7-1160G7 @ 1.20GHz,6%,9204,426.00*,
Intel Core i3-1215UE,6%,9159,313.00*,
Intel Core i7-1185GRE @ 2.80GHz,6%,9142,
Intel Xeon E5-2629 v3 @ 2.40GHz,6%,9139,499.88*,
Intel Xeon E5-2643 v2 @ 3.50GHz,6%,9134,398.95,
Intel Core i7-9850HL @ 1.90GHz,6%,9112,395.00*,
Intel Core i3-10305 @ 3.80GHz,6%,9108,214.96,
AMD Ryzen 5 1500X,6%,9105,125.34,
Intel Xeon D-1715TER @ 2.40GHz,6%,9104,285.00*,
Intel Core i5-8500B @ 3.00GHz,6%,9104,192.00*,
AMD Ryzen 5 3350G,6%,9099,
Intel Xeon D-1548 @ 2.00GHz,6%,9075,555.00*,
Intel Core i3-10105F @ 3.70GHz,6%,9074,74.90,
Intel Xeon E5-4648 v3 @ 1.70GHz,6%,9061,
Intel Xeon E5-2450 v2 @ 2.50GHz,6%,9060,291.95,
Intel Core i5-9500TE @ 2.20GHz,6%,9028,192.00*,
Intel Xeon E-2134 @ 3.50GHz,6%,8960,184.66,
Intel Core i7-6700K @ 4.00GHz,6%,8944,102.80,
Intel Xeon E5-2670 @ 2.60GHz,6%,8943,192.00,
Intel Xeon E3-1280 v6 @ 3.90GHz,6%,8940,550.00,
Intel Xeon E3-1270 v6 @ 3.80GHz,6%,8940,224.34,
Intel Core i5-1130G7 @ 1.10GHz,6%,8907,309.00*,
AMD Ryzen 5 3400GE,6%,8892,355.40,
Intel Core i5-3170K @ 3.20GHz,6%,8882,
Intel Xeon E5-2630L v3 @ 1.80GHz,6%,8869,79.00*,
Intel Core i3-10100F @ 3.60GHz,6%,8839,74.00,
Intel Xeon E5-2648L v2 @ 1.90GHz,6%,8828,945.00*,
Intel Pentium Gold 8505,6%,8824,
Intel Xeon Gold 5122 @ 3.60GHz,6%,8786,514.00,
Intel Core i5-10400H @ 2.60GHz,6%,8774,250.00*,
Intel Core i5-8600T @ 2.30GHz,6%,8751,199.99*,
AMD Ryzen 5 2400G,6%,8740,195.00,
Intel Xeon Silver 4108 @ 1.80GHz,6%,8736,168.88,
Intel Core i3-10100 @ 3.60GHz,6%,8723,102.00,
Intel Core i7-8559U @ 2.70GHz,6%,8700,617.00*,
Intel Xeon E3-1240 v6 @ 3.70GHz,5%,8696,313.29,
ARM X-Gene 32 Core 3300 MHz,5%,8684,
Intel Core i3-10105 @ 3.70GHz,5%,8678,109.99,
Intel Xeon E3-1245 v6 @ 3.70GHz,5%,8666,589.95,
Intel Core i7-7700 @ 3.60GHz,5%,8658,106.71,
Intel Core i7-8809G @ 3.10GHz,5%,8646,
Intel Xeon W-2223 @ 3.60GHz,5%,8636,341.99,
Intel Atom C5125,5%,8631,299.00*,
Intel Xeon E5-4650 @ 2.70GHz,5%,8630,49.00,
Intel Core i5-10300H @ 2.50GHz,5%,8582,250.00*,
Intel Core i5-1035G7 @ 1.20GHz,5%,8574,320.00*,
AMD EPYC 3201,5%,8545,
Intel Xeon E3-1285 v6 @ 4.10GHz,5%,8536,949.95,
Apple A14 Bionic,5%,8519,
Intel Xeon W-2123 @ 3.60GHz,5%,8510,427.11*,
AMD Ryzen Embedded V1807B,5%,8491,
Intel Core i7-1065G7 @ 1.30GHz,5%,8487,426.00*,
Intel Xeon E5-4650L @ 2.60GHz,5%,8472,58.87*,
Intel Xeon E3-1275 v5 @ 3.60GHz,5%,8461,224.89,
Intel Core i7-3960X @ 3.30GHz,5%,8450,157.88,
Intel Xeon E5-2628 v3 @ 2.50GHz,5%,8447,
Intel Core i7-8569U @ 2.80GHz,5%,8431,431.00*,
